KL,1.783041,1.417136,2.207088,0.4130748
MH,1.532496,1.46778,1.599115,0.7086898
DL,1.897368,1.764936,2.03623,0.618704
RJ,1.95358,1.755637,2.165924,0.784839
TN,3.998387,3.315559,4.768873,0.7915481
UP,1.514312,1.401917,1.63255,0.6753228
TG,2.413225,1.996908,2.883705,0.8133959
AP,1.374065,1.237104,1.520859,0.4323464
KA,1.436968,1.235258,1.659482,0.6228587
JK,1.775415,1.409997,2.199097,0.5567381
HR,1.814229,1.406779,2.293649,0.5033141
PB,1.723947,1.336772,2.179634,0.3722516
